winery,wine_type,city,country,wine_name,year,overall_rating,overall_rating_count,price,light_bold,smooth_tannic,dry_sweet,soft_acidic
Sojourn,Red wine,Oakville,United States,Oakville Cabernet Sauvignon,2016,4.4,113,91.99,80,42.4486,4.96196,47.789
Denner Vineyards,Red wine,Paso Robles,United States,Mother of Exiles,2013,4.4,112,99.99,80,61.4156,2.0165,59.4841
Virna,Red wine,Barolo,Italy,Preda Sarmassa Barolo,2006,4.4,107,80,55.1351,67.6424,0,80
Hayfork,Red wine,St. Helena,United States,Lewelling Ranch Cabernet Sauvignon,2013,4.4,102,84.99,80,51.6111,6.1109,49.1297
Barnett,Red wine,Spring Mountain District,United States,Cabernet Sauvignon,2016,4.4,98,79.99,80,50.4745,6.57901,50.9796
Betz Family Winery,Red wine,Columbia Valley,United States,Père de Famille,2016,4.4,95,78.99,62.7964,60.3998,3.63393,61.9533
Paradigm,Red wine,Oakville,United States,Cabernet Franc,2014,4.4,94,71.39,55.7831,49.3833,6.84176,37.4442
Sassetti Livio,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Riserva,2012,4.4,94,119.99,43.6569,52.288,6.52877,62.1928
Fattoria dei Barbi,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Vigna di Fiore,2005,4.4,94,79.99,46.1987,54.8769,2.73087,61.9496
Walt,Red wine,Sta. Rita Hills,United States,Clos Pepe Pinot Noir,2017,4.4,93,82.99,50.6196,20.4948,1.22339,53.1598
Patz & Hall,Red wine,Los Carneros,United States,Hyde Vineyard Pinot Noir,2016,4.4,93,66.99,45.6336,19.1372,2.64406,50.4874
Booker,Red wine,Paso Robles,United States,Oublie,2015,4.4,90,69.35,80,49.3533,1.77739,49.6925
Drinkward Peschon,Red wine,Napa Valley,United States,Entre Deux Mères Cabernet Sauvignon,2015,4.4,87,98.99,80,44.6217,4.70716,48.5654
Cesari,Red wine,Amarone della Valpolicella Classico,Italy,Il Bosco Amarone Della Valpolicella Classico,2015,4.4,83,69.99,80,25.6725,44.0953,22.5556
Epoch Estate,Red wine,Paso Robles,United States,Veracity,2014,4.4,78,69.99,80,48.1588,6.38291,57.0908
Paratus,Red wine,Mount Veeder,United States,Cabernet Sauvignon,2012,4.4,78,101.99,80,43.0918,0,44.8274
Taken from Granite,Red wine,California,United States,Village Renaissance Vineyard,1999,4.4,77,56,74.844,60.4232,0,48.6491
Kosta Browne,Red wine,Santa Lucia Highlands,United States,Santa Lucia Highlands Pinot Noir,2012,4.4,76,129.95,41.6384,19.0942,14.1111,49.0302
Hanzell,Red wine,Sonoma Valley,United States,Pinot Noir,2010,4.4,73,89,38.7234,22.3544,1.58899,51.9727
Castello di Verduno,Red wine,Barolo,Italy,Barolo Monvigliero Riserva,2012,4.4,69,127.99,59.5382,73.9518,6.27268,76.5874
Walt,Red wine,Anderson Valley,United States,The Corners Pinot Noir,2017,4.5,68,75,48.9561,16.0316,13.8822,51.4566
Senses Wines,Red wine,Sonoma Coast,United States,Sonoma Coast Pinot Noir,2016,4.4,67,79,43.1613,17.8424,8.90059,52.6311
Paradigm,Red wine,Oakville,United States,Cabernet Franc,2016,4.4,66,71.39,55.7831,49.3833,6.84176,37.4442
Joseph Phelps,Red wine,Napa Valley,United States,Cabernet Sauvignon,1997,4.4,66,64.99,80,49.0079,7.20452,48.4897
San Polino,Red wine,Brunello di Montalcino,Italy,Helichrysum Brunello di Montalcino,2011,4.4,65,73.5,47.9321,58.29,3.49101,59.8494
Pellet Estate,Red wine,Napa Valley,United States,Cabernet Sauvignon,2013,4.4,63,94.99,80,49.257,3.58498,50.7126
Bergström,Red wine,Dundee Hills,United States,Bergström Vineyard Pinot Noir,2015,4.4,61,93.98,19.7462,16.3151,1.7923,61.4987
G.D. Vajra,Red wine,Barolo,Italy,Barolo Ravera,2016,4.4,60,80,59.2686,79.4318,0.257813,79.641
Miner,Red wine,Napa Valley,United States,Stagecoach Vineyard Cabernet Sauvignon,2015,4.4,58,84.99,80,53.0714,0,50.9797
Prà,Red wine,Amarone della Valpolicella,Italy,Amarone della Valpolicella,2013,4.4,58,83.99,80,23.8354,48.1681,20.8204
Occhipinti,Red wine,Terre Siciliane,Italy,Grotte Alte,2015,4.4,57,80,74.1353,40.7889,23.3943,33.2626
Banknote,Red wine,Napa Valley,United States,Allegiance,2015,4.4,57,75,80,53.4008,0,65.4087
Lillian,Red wine,California,United States,Syrah,2014,4.4,55,70,74.7773,50.6309,6.85106,42.1349
Bevan Cellars,Red wine,Petaluma Gap,United States,Pinot Noir,2014,4.4,54,70,52.1417,16.6525,1.921,51.3769
Kistler,Red wine,Sonoma Coast,United States,Cuvée Natalie Silver Belt Vineyard Pinot Noir,2010,4.4,53,174.99,41.0279,17.4093,1.57568,52.1623
Montepeloso,Red wine,Toscana,Italy,Nardo Toscana,2015,4.4,53,149.99,50.3117,43.9085,20.0563,43.0208
Laird Family Estate,Red wine,Yountville,United States,Cabernet Sauvignon Flat Rock Ranch,2013,4.4,53,87.47,80,49.7013,5.52335,46.868
Calluna Vineyards,Red wine,Chalk Hill,United States,Estate Red,2014,4.4,50,76.5,80,66.6288,3.88804,64.2078
La Sirena,Red wine,Calistoga,United States,Le Barrettage,2012,4.4,49,97.99,80,55.5773,9.40667,59.3881
Matthew Wallace,Red wine,Napa Valley,United States,Cabernet Sauvignon,2014,4.4,47,89.99,80,42.0684,0,52.7942
Judge Palmer,Red wine,Sonoma County,United States,Vintage Select Cabernet Sauvignon,2014,4.4,47,71.99,80,28.5695,0,42.4714
Darioush,Red wine,Russian River Valley,United States,Pinot Noir (Signature),2018,4.4,47,74,43.42,17.2102,3.20248,50.6455
Pira Luigi,Red wine,Barolo,Italy,Barolo Marenca,2001,4.4,47,93.99,63.1357,79.1931,9.63077,80
Young Inglewood,Red wine,St. Helena,United States,Right Bank Blend,2012,4.4,42,79.99,79.8417,55.5403,9.74597,64.3135
Barlow,Red wine,Calistoga,United States,Cabernet Sauvignon,2008,4.4,42,70,80,52.9197,0,52.5667
Delectus,Red wine,Knights Valley,United States,Boulder Falls Cabernet Sauvignon,2013,4.4,42,99.99,80,59.6316,1.09023,42.3196
Kamen,Red wine,Moon Mountain District,United States,Syrah,2014,4.4,41,79.99,76.6654,52.2508,7.86933,40.6541
Lynmar Estate,Red wine,Russian River Valley,United States,AMDG Pinot Noir,2017,4.4,41,73,54.4143,24.3087,7.59025,50.6949
Barnett,Red wine,Spring Mountain District,United States,Cabernet Sauvignon,2010,4.4,40,79.99,80,50.4745,6.57901,50.9796
Rivers-Marie,Red wine,Sonoma Coast,United States,Occidental Ridge Vineyard Pinot Noir,2017,4.4,40,94.95,46.4094,14.6189,8.49325,51.8217
La Sirena,Red wine,Calistoga,United States,Le Barrettage,2010,4.4,39,97.99,80,55.5773,9.40667,59.3881
Beaux Frères,Red wine,Eola-Amity Hills,United States,Zena Crown Pinot Noir,2016,4.4,39,87.99,30.4191,23.1378,0,64.7662
Laird Family Estate,Red wine,Los Carneros,United States,Pinot Noir Phantom Ranch,2015,4.4,36,75,45.9322,19.9466,3.88276,54.0159
Guarachi,Red wine,Sonoma Coast,United States,Gaps Crown Vineyard Pinot Noir,2012,4.4,35,71.38,53.6286,18.3399,0,53.9161
Egelhoff,Red wine,Napa Valley,United States,Cabernet Sauvignon,2010,4.4,34,78.99,80,49.3251,8.3497,49.6488
Siro Pacenti,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2008,4.4,34,79.99,46.5547,52.284,1.09099,60.1459
Delectus,Red wine,Napa Valley,United States,Mutti's Pride Cabernet Sauvignon,2005,4.4,34,74.99,80,55.6905,6.75218,50.9597
Cornerstone Cellars,Red wine,Napa Valley,United States,Napa Valley Cabernet Sauvignon,2008,4.4,33,59.99,80,47.5624,4.0759,48.1412
Linne Calodo,Red wine,Paso Robles,United States,In My Dreams,2016,4.4,32,74.99,80,47.2337,0,60.0761
Anderson's Conn Valley Vineyards,Red wine,Napa Valley,United States,Right Bank,2016,4.4,31,78.99,80,48.3904,1.96883,61.7261
DuMOL,Red wine,Sonoma Coast,United States,Joy Road Vineyard Pinot Noir,2016,4.4,31,75,43.7761,24.5758,10.7805,52.0436
Talisman,Red wine,Russian River Valley,United States,Gunsalus Vineyard Pinot Noir,2013,4.4,30,70,42.4428,16.9958,3.43221,52.0805
Attilio Ghisolfi,Red wine,Barolo,Italy,Barolo Riserva Fantini,2007,4.4,29,79.99,61.0809,78.4982,0,79.9982
Venturini,Red wine,Amarone della Valpolicella Classico,Italy,Campo Masua Amarone della Valpolicella Classico,2015,4.4,26,75.95,80,24.6905,46.2827,24.9183
Walt,Red wine,Sonoma Coast,United States,Gap's Crown Vineyard Pinot Noir,2018,4.4,25,75,48.1876,19.1622,8.27397,50.4145
Zeitgeist,Red wine,Napa Valley,United States,Cabernet Sauvignon,2016,4.4,25,94.99,80,44.0576,0,50.2669
Tommasi,Red wine,Amarone della Valpolicella Classico,Italy,Amarone della Valpolicella Classico,2011,4.3,5219,62.99,80,20.676,46.9675,20.9274
Tenuta Il Poggione,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2010,4.3,3787,79.95,47.0222,56.0367,5.48307,61.5752
Jordan,Red wine,Alexander Valley,United States,Cabernet Sauvignon,2011,4.3,3008,74.99,80,46.0328,0.68238,40.6803
Antinori,Red wine,Brunello di Montalcino,Italy,Pian delle Vigne Brunello di Montalcino,2012,4.3,2770,59.99,45.1232,50.3083,4.85533,59.9812
Joseph Phelps,Red wine,Napa Valley,United States,Cabernet Sauvignon,2013,4.3,2632,64.99,80,49.0079,7.20452,48.4897
Allegrini,Red wine,Amarone della Valpolicella Classico,Italy,Amarone della Valpolicella Classico,2009,4.3,2269,84.99,80,23.4298,47.7163,21.2478
Silver Oak,Red wine,Alexander Valley,United States,Alexander Valley Cabernet Sauvignon,2011,4.3,2231,164.99,80,47.803,1.31668,39.9506
Gaja,Red wine,Barolo,Italy,Dagromis Barolo,2011,4.3,1914,79.99,61.0179,73.1142,3.69583,80
Pio Cesare,Red wine,Barolo,Italy,Barolo,2009,4.3,1689,82.49,60.1045,74.0152,1.08994,80
San Leonardo,Red wine,Vigneti delle Dolomiti,Italy,San Leonardo,2007,4.3,1092,50.99,59.2404,39.6321,14.5146,29.5096
Chimney Rock,Red wine,Stags Leap District,United States,Cabernet Sauvignon,2013,4.3,1051,99.99,80,48.2641,0.901862,50.1466
Caymus-Suisun,Red wine,Suisun Valley,United States,Grand Durif,2015,4.3,802,55,76.6791,68.2494,10.8826,49.6956
Pio Cesare,Red wine,Barolo,Italy,Barolo,2004,4.3,739,82.49,60.1045,74.0152,1.08994,80
G.D. Vajra,Red wine,Barolo,Italy,Barolo Bricco Delle Viole,2012,4.3,669,80,58.0298,75.316,2.81408,79.8418
Banfi,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2001,4.3,634,80.39,44.7483,51.8132,1.58303,60.0564
Isole e Olena,Red wine,Toscana,Italy,Cepparello Red,2016,4.3,586,80.57,47.7775,39.6948,7.17222,44.0814
Ghost Block,Red wine,Oakville,United States,Cabernet Sauvignon,2014,4.3,575,118.99,80,46.0939,4.66398,49.1947
Conti Costanti,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2012,4.3,567,99.99,44.6952,54.3483,5.18012,63.2007
Adaptation,Red wine,Napa Valley,United States,Cabernet Sauvignon,2014,4.3,567,53.97,80,47.3192,4.83051,48.4438
Jordan,Red wine,Alexander Valley,United States,Cabernet Sauvignon,2004,4.3,516,199.99,80,46.0328,0.68238,40.6803
Robert Craig,Red wine,Napa Valley,United States,Cabernet Sauvignon Affinity,2012,4.3,504,66.99,80,52.243,4.41538,50.0752
Altesino,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Montosoli,2011,4.3,503,99.95,45.4644,55.1293,5.05209,62.9131
Spring Mountain Vineyard,Red wine,Napa Valley,United States,Cabernet Sauvignon,2012,4.3,494,88.76,80,49.3876,2.87001,48.1058
Ricasoli,Red wine,Chianti Classico,Italy,Castello di Brolio Gran Selezione Chianti Classico,2006,4.3,491,67.99,46.4708,43.3225,6.30858,50.3769
Castello Romitorio,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2010,4.3,469,69.99,45.2955,54.5416,5.61933,61.3904
Brancaia,Red wine,Toscana,Italy,IL Blu,2015,4.3,457,74.99,50.6331,41.8574,9.29103,44.1043
Domaine de la Côte,Red wine,Sta. Rita Hills,United States,Blooms Field Pinot Noir,2014,4.3,447,74.99,37.5984,18.3639,11.5361,53.1705
Fuligni,Red wine,Toscana,Italy,Brunello di Montalcino,2013,4.3,446,110.96,44.6044,55.5887,3.41496,63.1866
Charles Krug,Red wine,Napa Valley,United States,Family Reserve Generations,2013,4.3,443,63.12,80,48.2308,0,58.4322
Paradigm,Red wine,Oakville,United States,Cabernet Sauvignon,2011,4.3,440,179.99,80,47.8488,5.49579,49.6342
Mazzei,Red wine,Toscana,Italy,Siepi,2016,4.3,421,105,51.564,38.2986,10.4181,43.1932
Silver Oak,Red wine,Alexander Valley,United States,Alexander Valley Cabernet Sauvignon,2003,4.3,406,139.97,80,47.803,1.31668,39.9506
Spottswoode,Red wine,St. Helena,United States,Lyndenhurst Cabernet Sauvignon,2014,4.3,370,79.99,80,54.275,5.53937,49.5148
Il Marroneto,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2012,4.3,354,98,42.7781,54.8592,6.60172,62.62
ZD Wines,Red wine,Los Carneros,United States,Pinot Noir,2012,4.3,343,61.99,41.2555,15.8377,5.22402,52.0295
Ruffino,Red wine,Toscana,Italy,Romitorio di Santedame Toscana,2006,4.3,339,152.9,50.8506,40.948,15.0664,42.4646
Lail Vineyards,Red wine,Napa Valley,United States,Blueprint Cabernet Sauvignon,2014,4.3,333,106.99,80,51.5107,5.66011,49.9055
Donnafugata,Red wine,Contessa Entellina,Italy,Mille E Una Notte,2009,4.3,320,79.95,80,41.7772,25.4627,25.6327
Spottswoode,Red wine,St. Helena,United States,Lyndenhurst Cabernet Sauvignon,2013,4.3,320,79.99,80,54.275,5.53937,49.5148
Marchesi Fumanelli,Red wine,Amarone della Valpolicella,Italy,Amarone della Valpolicella,2009,4.3,316,74.99,80,21.3551,48.2914,22.3143
Poggio Antico,Red wine,Brunello di Montalcino,Italy,Altero Brunello di Montalcino,2009,4.3,306,116.99,46.9498,52.8648,4.47095,60.7645
LVE,Red wine,Napa Valley,United States,Cabernet Sauvignon (Legend Vineyard Exclusive),2014,4.3,301,102.95,80,44.951,7.28259,49.8795
Nervi,Red wine,Gattinara,Italy,Vigna Molsino,2013,4.3,296,142.99,57.7514,74.4702,5.73431,80
Galardi,Red wine,Roccamonfina,Italy,Terra di Lavoro,2008,4.3,292,49.99,80,43.3687,24.7444,26.6406
Flowers,Red wine,Sonoma Coast,United States,Sea View Ridge Vineyard Pinot Noir,2015,4.3,288,71.39,34.4164,16.8998,0.550565,51.438
Bastianich,Red wine,Colli Orientali del Friuli,Italy,Calabrone,2012,4.3,272,71.49,68.2808,37.776,33.4519,24.9689
Darioush,Red wine,Napa Valley,United States,Shiraz (Signature),2012,4.3,269,64.99,76.4607,53.9829,2.37922,40.8939
Spottswoode,Red wine,St. Helena,United States,Lyndenhurst Cabernet Sauvignon,2015,4.3,269,79.99,80,54.275,5.53937,49.5148
K Vintners,Red wine,Walla Walla Valley,United States,The Creator,2012,4.3,268,71,65.4631,54.0129,9.15917,62.5113
Pahlmeyer,Red wine,Napa Valley,United States,Jayson Cabernet Sauvignon,2013,4.3,267,81.99,80,48.575,7.2446,48.3215
San Filippo,Red wine,Brunello di Montalcino,Italy,Le Lucére Brunello di Montalcino,2010,4.3,264,64.99,45.2573,53.0356,3.99166,62.2346
Cordero di Montezemolo,Red wine,Barolo,Italy,Barolo Bricco Gattera,2013,4.3,263,89.48,57.3845,72.5257,7.70595,79.7153
Lail Vineyards,Red wine,Napa Valley,United States,Blueprint Cabernet Sauvignon,2015,4.3,260,106.99,80,51.5107,5.66011,49.9055
Produttori del Barbaresco,Red wine,Barbaresco,Italy,Barbaresco Riserva Rabajà,2014,4.3,255,74.99,58.366,70.2067,3.9446,80
Pahlmeyer,Red wine,Napa Valley,United States,Jayson Cabernet Sauvignon,2011,4.3,250,81.99,80,48.575,7.2446,48.3215
Joseph Phelps,Red wine,Sonoma Coast,United States,Quarter Moon Pinot Noir,2014,4.3,244,78,40.9375,15.0261,2.67967,50.16
Long Shadows,Red wine,Columbia Valley,United States,Feather Cabernet Sauvignon,2015,4.3,242,169.99,65.8224,62.1329,4.17063,62.2422
Kistler,Red wine,Sonoma Coast,United States,Kistler Vineyard Pinot Noir,2011,4.3,241,139.97,42.9727,15.6215,9.2383,51.8114
Begali Lorenzo,Red wine,Amarone della Valpolicella Classico,Italy,Monte Ca' Bianca Amarone della Valpolicella Classico,2012,4.3,229,59.99,80,29.115,43.5108,25.5874
Luigi Tecce,Red wine,Taurasi,Italy,Poliphemo Taurasi,2012,4.3,226,74.99,80,48.9089,19.5262,32.5484
Three Sticks,Red wine,Sonoma County,United States,PFV Estate Pinot Noir,2016,4.3,223,39.99,46.3707,18.861,13.0989,50.3413
Sequoia Grove,Red wine,Rutherford,United States,Winemaker Series Rutherford Bench Reserve Cabernet Sauvignon,2016,4.3,223,75,80,48.3563,5.63747,47.196
Cristom,Red wine,Eola-Amity Hills,United States,Eileen Vineyard Pinot Noir,2015,4.3,219,59.95,19.4339,20.57,7.11154,63.1366
Giovanni Chiappini,Red wine,Bolgheri Superiore,Italy,Guado de' Gemoli,2012,4.3,217,74.99,64.6325,60.0593,9.63864,48.0536
Elio Grasso,Red wine,Barolo,Italy,Barolo Ginestra Casa Maté,2013,4.3,215,115.99,62.5012,72.1785,8.68546,79.4058
Schweiger Vineyards,Red wine,Spring Mountain District,United States,Cabernet Sauvignon,2010,4.3,214,175,80,52.6216,1.04406,51.772
San Giusto a Rentennano,Red wine,Toscana,Italy,Percarlo,2009,4.3,203,179.99,47.9854,46.0888,8.69009,45.2358
Lail Vineyards,Red wine,Napa Valley,United States,Blueprint Cabernet Sauvignon,2011,4.3,198,106.99,80,51.5107,5.66011,49.9055
Gaja,Red wine,Bolgheri,Italy,Ca'Marcanda Magari,2004,4.3,196,192.49,59.2408,63.2675,6.44448,51.8711
PlumpJack,Red wine,Napa Valley,United States,Merlot,2014,4.3,194,61.99,64.3689,17.3358,15.5406,6.58466
Caparzo,Red wine,Brunello di Montalcino,Italy,Brunello Di Montalcino Riserva,2010,4.3,187,122.99,45.8118,54.684,0,62.0076
Banfi,Red wine,Brunello di Montalcino,Italy,Poggio alle Mura Brunello di Montalcino,1998,4.3,181,75,49.0069,54.3951,6.14326,59.6651
Freeman,Red wine,Sonoma Coast,United States,Sonoma Coast Pinot Noir,2014,4.3,181,45.99,38.8949,16.8161,4.15495,51.3273
Luigi Baudana,Red wine,Barolo,Italy,Barolo Cerretta,2012,4.3,181,78,61.9281,73.4417,5.00564,73.4101
DuMOL,Red wine,Russian River Valley,United States,Pinot Noir,2009,4.3,180,74.99,43.4862,16.6871,5.30453,51.2509
Lewis Cellars,Red wine,Napa Valley,United States,Alec's Blend,2014,4.3,179,95.99,80,49.5356,11.6671,59.6176
Cristom,Red wine,Eola-Amity Hills,United States,Louise Vineyard Pinot Noir,2015,4.3,168,66.25,22.8065,20.8664,0.741832,59.418
Dancing Hares Vineyard,Red wine,Napa Valley,United States,Mad Hatter,2013,4.3,167,85.99,80,47.7792,1.89874,62.2899
ARPEPE,Red wine,Valtellina Superiore,Italy,Inferno Sesto Canto Riserva Valtellina Superiore,2009,4.3,166,112.87,54.8732,69.5368,0,79.8619
Palari,Red wine,Faro,Italy,Faro,2012,4.3,165,78.5,72.6803,41.2477,19.6905,30.4078
Luigi Baudana,Red wine,Barolo,Italy,Barolo Cerretta,2016,4.3,162,94.99,61.9281,73.4417,5.00564,73.4101
Luigi Tecce,Red wine,Taurasi,Italy,Poliphemo Taurasi,2013,4.3,160,80,80,48.9089,19.5262,32.5484
Nickel & Nickel,Red wine,Russian River Valley,United States,Darien Vineyard Syrah,2014,4.3,158,74.99,76.652,52.3655,8.60408,39.9255
Fattoria le Pupille,Red wine,Maremma Toscana,Italy,Saffredi,2000,4.3,151,109.06,50.2834,42.5031,12.7242,43.4504
Antoniolo,Red wine,Gattinara,Italy,Osso San Grato Gattinara,2012,4.3,146,79.99,59.2621,76.7925,7.50219,80
Domenico Clerico,Red wine,Barolo,Italy,Barolo Pajana,2011,4.3,144,110.99,62.8358,79.169,8.50328,80
Trujillo,Red wine,Napa Valley,United States,Cabernet Sauvignon,2013,4.3,136,79.99,80,50.9515,0.896278,56.9228
Meyer Family Cellars,Red wine,Oakville,United States,Fluffy Billows Cabernet Sauvignon,2015,4.3,136,60.17,79.0736,44.6033,0,48.8206
Castellani Michele,Red wine,Amarone della Valpolicella Classico,Italy,Collezione Ca' Del Pipa Cinque Stelle Amarone della Valpolicella Classico,2009,4.3,135,69.99,80,24.3814,43.6407,22.8682
Produttori del Barbaresco,Red wine,Barbaresco,Italy,Barbaresco Riserva Muncagota,2014,4.3,134,72,60.5607,72.3669,0,80
JCB (Jean-Charles Boisset),Red wine,Napa Valley,United States,JCB Passions,2015,4.3,129,70,80,44.4107,6.32254,64.4694
Hall,Red wine,Napa Valley,United States,Terra Secca Cabernet Sauvignon,2016,4.3,129,70,80,51.8929,6.06201,49.3341
Bergström,Red wine,Yamhill-Carlton District,United States,Shea Vineyard Pinot Noir,2016,4.3,126,81.99,26.8231,19.9732,6.58782,62.2447
Laurel Glen,Red wine,Sonoma Mountain,United States,Estate Cabernet Sauvignon,2012,4.3,125,92.99,80,52.6954,5.6873,41.7383
Bell,Red wine,Napa Valley,United States,Cabernet Sauvignon,2016,4.3,125,52.99,80,52.5084,3.29437,51.4164
Cristom,Red wine,Eola-Amity Hills,United States,Jessie Vineyard Pinot Noir,2017,4.3,122,64.99,22.3456,19.6092,7.54565,62.278
Giuseppe Lonardi,Red wine,Amarone della Valpolicella Classico,Italy,Amarone della Valpolicella Classico,2010,4.3,121,79.99,80,20.9043,44.2405,17.548
Volpaia,Red wine,Chianti Classico,Italy,Coltassala Chianti Classico Gran Selezione,2016,4.3,119,84.99,45.46,55.8527,11.1656,62.5592
Kobalt Wines,Red wine,Napa Valley,United States,Cabernet Sauvignon,2013,4.3,118,74.09,80,52.4817,8.46529,49.0562
Lillian,Red wine,California,United States,Syrah,2013,4.3,118,76.5,74.7773,50.6309,6.85106,42.1349
Betz Family Winery,Red wine,Columbia Valley,United States,Père de Famille,2015,4.3,116,78.99,62.7964,60.3998,3.63393,61.9533
Mauro Molino,Red wine,Barolo,Italy,Barolo Bricco Luciani,2016,4.3,107,61.49,61.3058,71.8185,4.28892,80
Goldeneye,Red wine,Anderson Valley,United States,Gowan Creek Pinot Noir,2014,4.3,106,69.95,47.7154,17.7637,5.47551,47.706
Etude,Red wine,Napa Valley,United States,Cabernet Sauvignon,2005,4.3,102,92.99,80,49.5664,4.83011,49.7355
Illahe,Red wine,Willamette Valley,United States,Bon Sauvage Pinot Noir,2017,4.3,96,41.99,20.7511,20.1499,4.24403,65.8362
Roccheviberti,Red wine,Barolo,Italy,Rocche di Castiglione Barolo,2014,4.3,96,94.99,60.4226,73.7856,0,80
Giovanni Rosso,Red wine,Barolo,Italy,Barolo Cerretta,2015,4.3,93,107.99,59.9503,75.0553,2.47921,80
Joseph Phelps,Red wine,Sonoma Coast,United States,Pastorale Vineyard Pinot Noir,2017,4.3,93,75.97,40.3025,18.7775,4.87488,52.7588
Radio-Coteau,Red wine,Anderson Valley,United States,Savoy Pinot Noir,2013,4.3,92,75.95,41.795,20.0479,8.39869,56.6006
Chalk Hill,Red wine,Chalk Hill,United States,Estate Red,2017,4.3,91,45.85,80,60.577,4.18621,63.5915
Paolo Scavino,Red wine,Barolo,Italy,Barolo Carobric,2015,4.3,91,82.99,59.7736,74.1032,4.239,80
Le Salette,Red wine,Amarone della Valpolicella Classico,Italy,Amarone della Valpolicella Classico,2010,4.3,91,78.99,80,23.6711,45.6738,22.5471
Cascina Ballarin,Red wine,Barolo,Italy,Barolo Bussia,2012,4.3,87,79.99,59.6701,78.2873,8.6033,80
Pira Luigi,Red wine,Barolo,Italy,Barolo Vigna Rionda,2015,4.3,85,79.99,60.5612,75.9359,7.804,80
Produttori del Barbaresco,Red wine,Barbaresco,Italy,Barbaresco Riserva Montefico,2014,4.3,85,76.99,60.8729,71.6171,5.05209,80
Isole e Olena,Red wine,Toscana,Italy,Cabernet Sauvignon Toscana Collezione Privata,2014,4.3,83,86.69,49.9487,37.0715,8.43724,43.9717
Epoch Estate,Red wine,Paso Robles,United States,Ingenuity,2014,4.3,83,90,80,55.0401,1.21191,55.3873
Poggio Antico,Red wine,Brunello di Montalcino,Italy,Altero Brunello di Montalcino,2001,4.3,81,116.99,46.9498,52.8648,4.47095,60.7645
Malk,Red wine,Stags Leap District,United States,Cabernet Sauvignon,2014,4.3,79,79.99,80,47.2886,12.1997,44.0767
Lucia,Red wine,Santa Lucia Highlands,United States,Pinot Noir,2016,4.3,75,44.99,44.1915,17.8943,0,51.6567
Cesari,Red wine,Amarone della Valpolicella Classico,Italy,Il Bosco Amarone Della Valpolicella Classico,2013,4.3,74,69.99,80,25.6725,44.0953,22.5556
Castello del Terriccio,Red wine,Toscana,Italy,Castello del Terriccio,2010,4.3,74,79.95,52.0402,45.4131,11.517,47.51
Booker,Red wine,Paso Robles,United States,Vertigo,2016,4.3,73,80,80,50.4719,4.68712,50.0374
Château St. Jean,Red wine,Sonoma County,United States,Cinq Cépages,2004,4.3,73,94.95,80,54.5451,5.85542,51.901
Giovanni Rosso,Red wine,Barolo,Italy,Barolo La Serra,2015,4.3,71,76.99,60.2797,76.13,6.51426,80
Giacomo Conterno,Red wine,Barbera d'Alba,Italy,Barbera d'Alba Cerretta,2016,4.3,70,72.11,55.684,24.5735,7.63472,58.1778
Coup de Foudre,Red wine,Napa Valley,United States,Cabernet Sauvignon,2015,4.3,68,79.99,80,54.9317,5.36249,63.423
Castell'in Villa,Red wine,Toscana,Italy,Santacroce,2007,4.3,68,70.19,54.1393,41.2321,13.0546,44.8199
Del Dotto,Red wine,Sonoma Coast,United States,Pinot Noir Cinghiale Vineyard,2018,4.3,66,75,44.0965,13.142,2.87203,49.6956
Hanzell,Red wine,Sonoma Valley,United States,Pinot Noir,2008,4.3,65,89,38.7234,22.3544,1.58899,51.9727
Mocali,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Riserva,2007,4.3,63,79.99,48.0507,49.7,0,58.0769
Pepper Bridge,Red wine,Walla Walla Valley,United States,Cabernet Sauvignon,2016,4.3,62,92.99,66.231,61.7797,0.475258,61.9387
Rocche dei Manzoni,Red wine,Barolo,Italy,Vigna d'La Roul,2001,4.3,58,79.99,60.7764,74.8525,2.10161,80
Bressler,Red wine,St. Helena,United States,Young Vines,2014,4.3,58,65.99,80,47.599,0,59.239
Walt,Red wine,Los Carneros,United States,Brown Ranch Pinot Noir,2017,4.3,55,75,42.8257,18.0469,7.06061,52.6128
Palazzo,Red wine,Napa Valley,United States,Red Blend (Right Bank Red),2013,4.3,52,99.95,80,51.596,3.57913,60.7462
Kistler,Red wine,Sonoma Coast,United States,Pinot Noir,2017,4.3,51,69.99,39.8032,17.3645,0.870072,53.1384
Gary Farrell,Red wine,Russian River Valley,United States,McDonald Mountain Vineyard Pinot Noir,2017,4.3,50,70,39.3706,16.1916,4.20233,55.2346
Altvs,Red wine,Napa Valley,United States,Cabernet Sauvignon,2007,4.3,49,99.99,80,50.8623,3.3041,49.6355
Rangeland,Red wine,Paso Robles,United States,Limestone Reserve Cabernet Sauvignon,2012,4.3,48,80,80,58.8645,10.529,41.3226
